00431730,平衡态统计物理讨论班,Seminar for Equilibrium Statistical Physics 
00431730,平衡态统计物理讨论班,Seminar for Equilibrium Statistical Physics 
00432166,几何光学及光学仪器,Geometrical Optics and Optical Instruments 
00432190,凝聚态物理理论讨论班,Seminar on Condensed Matter Theory 
00432224,现代物理前沿讲座（,Ⅱ） Lectures on The Frontiers of Modern Physics  (Ⅱ)
00432238,核物理与粒子物理导论,Introduction to Nuclear and Particle Physics 
00432242,加速器物理基础,Fundamentals of Accelerator Physics 
00432272,微机原理及上机,Principles of Microcomputer Operation 
00432520,固体物理习题,Exercise of Solid State Physics 
00433327,近代物理实验,(I) Modern Physics Laboratory I 
00433327,近代物理实验,(I) Modern Physics Laboratory I 
00433327,近代物理实验,(I) Modern Physics Laboratory I 
00433328,近代物理实验,(II) Modern Physics Laboratory II 
00433328,近代物理实验,(II) Modern Physics Laboratory II 
00433640,材料物理,Material Physics 
00434714,核科学前沿讲座,Lecture Series of Nuclear Science 
00130202,高等数学,(B)  (二) Advanced Mathematics (B) (2)
00130202,高等数学,(B)  (二) Advanced Mathematics (B) (2)
00130212,高等数学,(B)  (二)习题课 Problem-solving on Higher Mathematics (B)
00130212,高等数学,(B)  (二)习题课 Problem-solving on Higher Mathematics (B)
00430133,现代电子电路基础及实验,(二) Fundamentals of Electronic Circuits and Experiments  (2)
00430133,现代电子电路基础及实验,(二) Fundamentals of Electronic Circuits and Experiments  (2)
00430133,现代电子电路基础及实验,(二) Fundamentals of Electronic Circuits and Experiments  (2)
00430133,现代电子电路基础及实验,(二) Fundamentals of Electronic Circuits and Experiments  (2)
00430191,大气科学导论,Introduction to Atmospheric Science 
00431151,原子物理学,Atomic Physics 
00431154,热学,Thermal Physics 
00431154,热学,Thermal Physics 
00431155,电磁学,Electromagnetism  
00431155,电磁学,Electromagnetism  
00431155,电磁学,Electromagnetism  
00431155,电磁学,Electromagnetism  
00431159,原子物理习题,Exercises of Atomic Physics 
00431212,普通物理实验,(A)  (二) General Physics Lab. (A) (2)
00431212,普通物理实验,(A)  (二) General Physics Lab. (A) (2)
00431254,热学习题课,Exercises of Thermal Physics 
00431254,热学习题课,Exercises of Thermal Physics 
00431255,电磁学习题课,Exercises of Electromagnetism 
00431255,电磁学习题课,Exercises of Electromagnetism 
00431255,电磁学习题课,Exercises of Electromagnetism 
00431255,电磁学习题课,Exercises of Electromagnetism 
00431550,基础天文,Basic Astronomy 
00431640,量子力学讨论班,Seminar for Quantum Mechanics 
00431640,量子力学讨论班,Seminar for Quantum Mechanics 
00431640,量子力学讨论班,Seminar for Quantum Mechanics 
00431640,量子力学讨论班,Seminar for Quantum Mechanics 
00431640,量子力学讨论班,Seminar for Quantum Mechanics 
00431640,量子力学讨论班,Seminar for Quantum Mechanics 
00431670,量子力学（A）,Quantum Mechanics  (A)
00432108,数学物理方法,(上) Methods of Mathematical Physics  (1)
